code,name,date,high,prior_52w_high
55370,株式会社ＡｌｂａＬｉｎｋ,2026-02-17,3240.0,3085.0
55370,株式会社ＡｌｂａＬｉｎｋ,2026-02-19,3330.0,3240.0
55370,株式会社ＡｌｂａＬｉｎｋ,2026-02-20,3535.0,3330.0
55370,株式会社ＡｌｂａＬｉｎｋ,2026-02-24,3880.0,3535.0
55370,株式会社ＡｌｂａＬｉｎｋ,2026-02-25,3900.0,3880.0
556A0,犬猫生活株式会社,2026-04-24,4900.0,4200.0
556A0,犬猫生活株式会社,2026-04-27,5400.0,4900.0
55780,ＡＲアドバンストテクノロジ株式会社,2025-09-16,3070.0,2990.0
55780,ＡＲアドバンストテクノロジ株式会社,2025-09-17,3290.0,3070.0
55780,ＡＲアドバンストテクノロジ株式会社,2025-09-24,3295.0,3290.0
55780,ＡＲアドバンストテクノロジ株式会社,2025-09-25,3425.0,3295.0
55780,ＡＲアドバンストテクノロジ株式会社,2025-09-29,3460.0,3425.0
55780,ＡＲアドバンストテクノロジ株式会社,2025-10-09,3640.0,3460.0
55780,ＡＲアドバンストテクノロジ株式会社,2025-10-15,3720.0,3640.0
55780,ＡＲアドバンストテクノロジ株式会社,2025-10-22,3960.0,3720.0
55870,株式会社インバウンドプラットフォーム,2025-08-13,1050.0,990.0
55870,株式会社インバウンドプラットフォーム,2025-08-14,1199.0,1050.0
55870,株式会社インバウンドプラットフォーム,2025-08-15,1372.0,1199.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-04-23,3720.0,3395.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-05-11,3885.0,3720.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-05-12,4020.0,3885.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-05-13,4090.0,4020.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-05-14,4340.0,4090.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-05-25,4595.0,4340.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-05-26,4770.0,4595.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-05-27,4840.0,4770.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-05-28,4940.0,4840.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-05-29,5270.0,4940.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-06-01,5870.0,5270.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-08-21,6080.0,5870.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-08-28,6170.0,6080.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-08-31,6320.0,6170.0
558A0,株式会社ＳＱＵＥＥＺＥ,2026-09-01,6400.0,6320.0
55920,株式会社くすりの窓口,2025-08-14,3970.0,3520.0
55920,株式会社くすりの窓口,2025-08-22,4015.0,3970.0
55920,株式会社くすりの窓口,2025-08-25,4035.0,4015.0
55920,株式会社くすりの窓口,2025-08-26,4120.0,4035.0
55920,株式会社くすりの窓口,2025-09-22,4270.0,4120.0
55920,株式会社くすりの窓口,2025-09-24,4315.0,4270.0
55920,株式会社くすりの窓口,2025-09-25,4375.0,4315.0
55920,株式会社くすりの窓口,2025-09-26,4595.0,4375.0
55920,株式会社くすりの窓口,2025-09-29,4685.0,4595.0
55990,Ｓ＆Ｊ株式会社,2025-08-14,1450.0,1368.0
55990,Ｓ＆Ｊ株式会社,2025-08-28,1470.0,1450.0
55990,Ｓ＆Ｊ株式会社,2025-08-29,1530.0,1470.0
55990,Ｓ＆Ｊ株式会社,2025-10-22,1748.0,1530.0
55990,Ｓ＆Ｊ株式会社,2025-10-23,1756.0,1748.0
55990,Ｓ＆Ｊ株式会社,2025-11-28,1810.0,1756.0
55990,Ｓ＆Ｊ株式会社,2025-12-01,1849.0,1810.0
55990,Ｓ＆Ｊ株式会社,2025-12-04,1856.0,1849.0
55990,Ｓ＆Ｊ株式会社,2025-12-19,1962.0,1856.0
55990,Ｓ＆Ｊ株式会社,2025-12-22,2038.0,1962.0
55990,Ｓ＆Ｊ株式会社,2026-01-09,2070.0,2038.0
55990,Ｓ＆Ｊ株式会社,2026-01-13,2164.0,2070.0
55990,Ｓ＆Ｊ株式会社,2026-01-15,2200.0,2164.0
55990,Ｓ＆Ｊ株式会社,2026-01-16,2220.0,2200.0
55990,Ｓ＆Ｊ株式会社,2026-01-20,2248.0,2220.0
55990,Ｓ＆Ｊ株式会社,2026-01-21,2381.0,2248.0
55990,Ｓ＆Ｊ株式会社,2026-01-22,2400.0,2381.0
55990,Ｓ＆Ｊ株式会社,2026-01-23,2516.0,2400.0
56210,株式会社ヒューマンテクノロジーズ,2025-08-06,2333.0,2277.0
56210,株式会社ヒューマンテクノロジーズ,2025-08-07,2372.0,2333.0
56210,株式会社ヒューマンテクノロジーズ,2025-08-12,2381.0,2372.0
56210,株式会社ヒューマンテクノロジーズ,2025-08-13,2390.0,2381.0
56210,株式会社ヒューマンテクノロジーズ,2025-08-14,2426.0,2390.0
56210,株式会社ヒューマンテクノロジーズ,2025-08-15,2655.0,2426.0
56210,株式会社ヒューマンテクノロジーズ,2025-08-19,2674.0,2655.0
56210,株式会社ヒューマンテクノロジーズ,2025-08-25,2683.0,2674.0
581A0,ＧＯ株式会社,2026-07-15,2950.0,2948.0
581A0,ＧＯ株式会社,2026-07-16,3175.0,2950.0
581A0,ＧＯ株式会社,2026-07-23,3255.0,3175.0
581A0,ＧＯ株式会社,2026-08-07,3320.0,3255.0
581A0,ＧＯ株式会社,2026-08-10,3650.0,3320.0
581A0,ＧＯ株式会社,2026-08-12,3765.0,3650.0
581A0,ＧＯ株式会社,2026-08-24,3920.0,3765.0
581A0,ＧＯ株式会社,2026-08-25,3960.0,3920.0
581A0,ＧＯ株式会社,2026-08-27,4230.0,3960.0
581A0,ＧＯ株式会社,2026-08-28,4490.0,4230.0
581A0,ＧＯ株式会社,2026-08-31,4580.0,4490.0
58340,ＳＢＩリーシングサービス株式会社,2025-08-06,5250.0,5100.0
58340,ＳＢＩリーシングサービス株式会社,2025-08-07,5400.0,5250.0
58340,ＳＢＩリーシングサービス株式会社,2025-08-08,5480.0,5400.0
58340,ＳＢＩリーシングサービス株式会社,2025-08-12,5530.0,5480.0
58340,ＳＢＩリーシングサービス株式会社,2025-12-23,5660.0,5530.0
58340,ＳＢＩリーシングサービス株式会社,2025-12-24,5750.0,5660.0
58340,ＳＢＩリーシングサービス株式会社,2025-12-29,5810.0,5750.0
58340,ＳＢＩリーシングサービス株式会社,2025-12-30,5880.0,5810.0
58340,ＳＢＩリーシングサービス株式会社,2026-01-05,5970.0,5880.0
58340,ＳＢＩリーシングサービス株式会社,2026-01-09,6020.0,5970.0
58340,ＳＢＩリーシングサービス株式会社,2026-01-13,6080.0,6020.0
58340,ＳＢＩリーシングサービス株式会社,2026-01-16,6290.0,6080.0
58340,ＳＢＩリーシングサービス株式会社,2026-01-30,6580.0,6290.0
58340,ＳＢＩリーシングサービス株式会社,2026-02-02,6860.0,6580.0
58340,ＳＢＩリーシングサービス株式会社,2026-02-03,6990.0,6860.0
58340,ＳＢＩリーシングサービス株式会社,2026-02-04,7060.0,6990.0
58340,ＳＢＩリーシングサービス株式会社,2026-02-05,7100.0,7060.0
58340,ＳＢＩリーシングサービス株式会社,2026-02-09,7140.0,7100.0
58700,株式会社ナルネットコミュニケーションズ,2025-08-08,729.0,727.0
58700,株式会社ナルネットコミュニケーションズ,2025-08-12,734.0,729.0
58700,株式会社ナルネットコミュニケーションズ,2025-08-13,883.0,734.0
58700,株式会社ナルネットコミュニケーションズ,2025-08-14,952.0,883.0
58700,株式会社ナルネットコミュニケーションズ,2025-08-15,970.0,952.0
58700,株式会社ナルネットコミュニケーションズ,2025-08-25,1080.0,970.0
58700,株式会社ナルネットコミュニケーションズ,2025-12-15,1109.0,1080.0
58700,株式会社ナルネットコミュニケーションズ,2025-12-16,1137.0,1109.0
58700,株式会社ナルネットコミュニケーションズ,2025-12-23,1154.0,1137.0
58700,株式会社ナルネットコミュニケーションズ,2025-12-25,1191.0,1154.0
58700,株式会社ナルネットコミュニケーションズ,2025-12-26,1205.0,1191.0
60270,弁護士ドットコム株式会社,2025-08-14,3780.0,3685.0
60270,弁護士ドットコム株式会社,2025-08-15,3895.0,3780.0
60270,弁護士ドットコム株式会社,2026-08-18,4000.0,3835.0
60270,弁護士ドットコム株式会社,2026-08-19,4440.0,4000.0
60270,弁護士ドットコム株式会社,2026-08-20,4535.0,4440.0
60270,弁護士ドットコム株式会社,2026-08-21,4560.0,4535.0
60270,弁護士ドットコム株式会社,2026-08-24,4750.0,4560.0
60270,弁護士ドットコム株式会社,2026-08-26,5050.0,4750.0
60270,弁護士ドットコム株式会社,2026-08-27,5380.0,5050.0
60270,弁護士ドットコム株式会社,2026-08-28,5500.0,5380.0
60270,弁護士ドットコム株式会社,2026-08-31,5530.0,5500.0
60270,弁護士ドットコム株式会社,2026-09-01,5780.0,5530.0
60390,株式会社日本動物高度医療センター,2025-08-14,2800.0,2755.0
60390,株式会社日本動物高度医療センター,2025-08-15,3300.0,2800.0
60390,株式会社日本動物高度医療センター,2025-08-18,4000.0,3300.0
60390,株式会社日本動物高度医療センター,2025-08-19,4065.0,4000.0
60390,株式会社日本動物高度医療センター,2025-08-22,4100.0,4065.0
60390,株式会社日本動物高度医療センター,2025-08-26,4150.0,4100.0
60390,株式会社日本動物高度医療センター,2025-08-27,4460.0,4150.0
60390,株式会社日本動物高度医療センター,2025-09-02,4540.0,4460.0
60390,株式会社日本動物高度医療センター,2025-09-03,4735.0,4540.0
60390,株式会社日本動物高度医療センター,2025-09-04,4945.0,4735.0
60390,株式会社日本動物高度医療センター,2025-09-05,5090.0,4945.0
60390,株式会社日本動物高度医療センター,2025-09-09,5240.0,5090.0
60390,株式会社日本動物高度医療センター,2025-11-14,5520.0,5240.0
60390,株式会社日本動物高度医療センター,2025-11-17,5820.0,5520.0
60390,株式会社日本動物高度医療センター,2025-11-18,5930.0,5820.0
60390,株式会社日本動物高度医療センター,2025-11-20,5980.0,5930.0
60390,株式会社日本動物高度医療センター,2025-11-21,6120.0,5980.0
60450,株式会社レントラックス,2025-08-18,1432.0,1415.0
60450,株式会社レントラックス,2025-08-19,1450.0,1432.0
60450,株式会社レントラックス,2025-08-21,1491.0,1450.0
60450,株式会社レントラックス,2025-08-22,1530.0,1491.0
60450,株式会社レントラックス,2025-08-25,1578.0,1530.0
60450,株式会社レントラックス,2025-08-29,1612.0,1578.0
60450,株式会社レントラックス,2025-09-01,1619.0,1612.0
60450,株式会社レントラックス,2025-09-16,1620.0,1619.0
60450,株式会社レントラックス,2025-09-22,1670.0,1620.0
60450,株式会社レントラックス,2025-09-24,1713.0,1670.0
60450,株式会社レントラックス,2025-09-25,1720.0,1713.0
60450,株式会社レントラックス,2026-01-22,1947.0,1720.0
60450,株式会社レントラックス,2026-08-17,2092.0,1947.0
60450,株式会社レントラックス,2026-08-18,2150.0,2092.0
60450,株式会社レントラックス,2026-08-24,2277.0,2150.0
60450,株式会社レントラックス,2026-08-25,2520.0,2277.0
60720,地盤ネットホールディングス株式会社,2026-02-10,248.0,233.0
60720,地盤ネットホールディングス株式会社,2026-02-12,328.0,248.0
60720,地盤ネットホールディングス株式会社,2026-02-13,648.0,328.0
60720,地盤ネットホールディングス株式会社,2026-02-16,1048.0,648.0
60720,地盤ネットホールディングス株式会社,2026-02-17,1580.0,1048.0
60720,地盤ネットホールディングス株式会社,2026-05-29,1629.0,1580.0
60720,地盤ネットホールディングス株式会社,2026-06-01,1676.0,1629.0
60720,地盤ネットホールディングス株式会社,2026-06-03,1958.0,1676.0
62240,株式会社ＪＲＣ,2025-08-27,1662.0,1641.0
62240,株式会社ＪＲＣ,2025-08-28,1670.0,1662.0
62240,株式会社ＪＲＣ,2025-08-29,1729.0,1670.0
62240,株式会社ＪＲＣ,2025-09-01,1751.0,1729.0
62240,株式会社ＪＲＣ,2025-09-04,1781.0,1751.0
62240,株式会社ＪＲＣ,2025-09-09,1812.0,1781.0
62240,株式会社ＪＲＣ,2025-09-26,1826.0,1812.0
65450,株式会社インターネットインフィニティー,2026-02-24,770.0,747.0
65450,株式会社インターネットインフィニティー,2026-02-25,777.0,770.0
65450,株式会社インターネットインフィニティー,2026-03-12,817.0,777.0
65450,株式会社インターネットインフィニティー,2026-03-13,819.0,817.0
65450,株式会社インターネットインフィニティー,2026-03-16,834.0,819.0
65450,株式会社インターネットインフィニティー,2026-07-22,837.0,834.0
65450,株式会社インターネットインフィニティー,2026-07-23,848.0,837.0
65450,株式会社インターネットインフィニティー,2026-07-31,876.0,848.0
65450,株式会社インターネットインフィニティー,2026-08-03,899.0,876.0
65450,株式会社インターネットインフィニティー,2026-08-12,900.0,899.0
65450,株式会社インターネットインフィニティー,2026-08-13,907.0,900.0
65540,株式会社エスユーエス,2025-09-10,1298.0,1232.0
70470,ポート株式会社,2025-08-15,2323.0,2305.0
70470,ポート株式会社,2025-08-18,2394.0,2323.0
70470,ポート株式会社,2025-08-19,2416.0,2394.0
70470,ポート株式会社,2025-08-26,2560.0,2416.0
70470,ポート株式会社,2026-02-20,2572.0,2560.0
70470,ポート株式会社,2026-07-07,2585.0,2572.0
70470,ポート株式会社,2026-07-13,2606.0,2585.0
70470,ポート株式会社,2026-07-14,2614.0,2606.0
70470,ポート株式会社,2026-07-15,2725.0,2614.0
70470,ポート株式会社,2026-07-16,2769.0,2725.0
70500,株式会社フロンティアインターナショナル,2025-08-15,2267.0,2263.0
70500,株式会社フロンティアインターナショナル,2025-08-25,2272.0,2267.0
70500,株式会社フロンティアインターナショナル,2025-08-26,2276.0,2272.0
70500,株式会社フロンティアインターナショナル,2025-08-27,2290.0,2276.0
70500,株式会社フロンティアインターナショナル,2025-08-29,2370.0,2290.0
70500,株式会社フロンティアインターナショナル,2025-09-02,2460.0,2370.0
70500,株式会社フロンティアインターナショナル,2025-09-05,2480.0,2460.0
70500,株式会社フロンティアインターナショナル,2025-09-08,2500.0,2480.0
70500,株式会社フロンティアインターナショナル,2025-12-16,2779.0,2500.0
70500,株式会社フロンティアインターナショナル,2025-12-17,2848.0,2779.0
70500,株式会社フロンティアインターナショナル,2025-12-19,2918.0,2848.0
70500,株式会社フロンティアインターナショナル,2025-12-22,2940.0,2918.0
70500,株式会社フロンティアインターナショナル,2025-12-30,3070.0,2940.0
70500,株式会社フロンティアインターナショナル,2026-01-05,3080.0,3070.0
70500,株式会社フロンティアインターナショナル,2026-01-21,3175.0,3080.0
70800,株式会社スポーツフィールド,2025-08-08,759.0,752.0
70800,株式会社スポーツフィールド,2025-08-12,880.0,759.0
70800,株式会社スポーツフィールド,2025-08-18,914.0,880.0
70800,株式会社スポーツフィールド,2025-08-19,918.0,914.0
70800,株式会社スポーツフィールド,2025-08-21,942.0,918.0
70800,株式会社スポーツフィールド,2025-08-22,988.0,942.0
70800,株式会社スポーツフィールド,2025-08-25,1028.0,988.0
70890,フォースタートアップス株式会社,2025-08-06,2051.0,1651.0
70890,フォースタートアップス株式会社,2025-08-07,2197.0,2051.0
70890,フォースタートアップス株式会社,2025-09-16,2201.0,2197.0
70890,フォースタートアップス株式会社,2025-09-17,2205.0,2201.0
73180,セレンディップ・ホールディングス株式会社,2025-08-06,3835.0,3800.0
73180,セレンディップ・ホールディングス株式会社,2025-08-07,3935.0,3835.0
73180,セレンディップ・ホールディングス株式会社,2025-08-08,3965.0,3935.0
73180,セレンディップ・ホールディングス株式会社,2025-08-12,4245.0,3965.0
73180,セレンディップ・ホールディングス株式会社,2025-08-13,4265.0,4245.0
73180,セレンディップ・ホールディングス株式会社,2025-08-14,4295.0,4265.0
73180,セレンディップ・ホールディングス株式会社,2025-08-15,4380.0,4295.0
73180,セレンディップ・ホールディングス株式会社,2025-08-18,4705.0,4380.0
73180,セレンディップ・ホールディングス株式会社,2025-08-19,5100.0,4705.0
73180,セレンディップ・ホールディングス株式会社,2025-08-20,5280.0,5100.0
73180,セレンディップ・ホールディングス株式会社,2025-08-21,5580.0,5280.0
73180,セレンディップ・ホールディングス株式会社,2025-08-22,5650.0,5580.0
73180,セレンディップ・ホールディングス株式会社,2025-09-03,5840.0,5650.0
73180,セレンディップ・ホールディングス株式会社,2025-09-05,6040.0,5840.0
73180,セレンディップ・ホールディングス株式会社,2025-09-08,6140.0,6040.0
73180,セレンディップ・ホールディングス株式会社,2025-09-09,6190.0,6140.0
73180,セレンディップ・ホールディングス株式会社,2025-10-24,6270.0,6190.0
73180,セレンディップ・ホールディングス株式会社,2025-10-27,6760.0,6270.0
73250,株式会社アイリックコーポレーション,2025-08-15,880.0,869.0
73250,株式会社アイリックコーポレーション,2025-09-01,989.0,880.0
73250,株式会社アイリックコーポレーション,2026-02-24,991.0,989.0
73730,株式会社アイドマ・ホールディングス,2025-09-12,2840.0,2824.0
73730,株式会社アイドマ・ホールディングス,2025-09-30,2850.0,2840.0
73730,株式会社アイドマ・ホールディングス,2025-10-09,2869.0,2850.0
73730,株式会社アイドマ・ホールディングス,2025-10-14,3110.0,2869.0
73730,株式会社アイドマ・ホールディングス,2025-10-15,3225.0,3110.0
73730,株式会社アイドマ・ホールディングス,2026-01-13,3250.0,3225.0
73730,株式会社アイドマ・ホールディングス,2026-01-14,3255.0,3250.0
73780,株式会社アシロ,2025-08-22,2311.0,2270.0
73780,株式会社アシロ,2025-08-25,2339.0,2311.0
73780,株式会社アシロ,2025-08-26,2353.0,2339.0
73780,株式会社アシロ,2025-09-01,2437.0,2353.0
73780,株式会社アシロ,2025-09-02,2448.0,2437.0
73780,株式会社アシロ,2025-09-08,2463.0,2448.0
73780,株式会社アシロ,2025-09-09,2489.0,2463.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-01-05,4990.0,4920.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-01-09,5050.0,4990.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-01-13,5220.0,5050.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-02-10,5240.0,5220.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-02-12,5260.0,5240.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-02-13,5290.0,5260.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-02-16,5590.0,5290.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-02-17,5710.0,5590.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-02-18,5960.0,5710.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-02-19,6000.0,5960.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-02-20,6220.0,6000.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-02-24,6400.0,6220.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-03-09,6590.0,6400.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-03-10,6750.0,6590.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-03-11,6810.0,6750.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-03-12,6970.0,6810.0
76850,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,2026-03-17,7070.0,6970.0
77920,株式会社コラントッテ,2025-08-08,1540.0,1534.0
77920,株式会社コラントッテ,2025-08-12,1569.0,1540.0
77920,株式会社コラントッテ,2025-08-14,1594.0,1569.0
77920,株式会社コラントッテ,2025-11-12,1596.0,1594.0
77930,株式会社イメージ・マジック,2025-08-15,1700.0,1657.0
77930,株式会社イメージ・マジック,2025-09-16,1748.0,1700.0
77930,株式会社イメージ・マジック,2025-09-18,1759.0,1748.0
77930,株式会社イメージ・マジック,2025-09-22,1780.0,1759.0
77930,株式会社イメージ・マジック,2025-09-25,1788.0,1780.0
77930,株式会社イメージ・マジック,2025-09-26,1853.0,1788.0
77930,株式会社イメージ・マジック,2025-09-29,1899.0,1853.0
77930,株式会社イメージ・マジック,2025-09-30,1931.0,1899.0
78060,株式会社ＭＴＧ,2025-09-18,5060.0,4970.0
78060,株式会社ＭＴＧ,2025-09-19,5320.0,5060.0
78060,株式会社ＭＴＧ,2026-02-13,5630.0,5320.0
78060,株式会社ＭＴＧ,2026-02-27,5750.0,5630.0
78060,株式会社ＭＴＧ,2026-03-02,5790.0,5750.0
78060,株式会社ＭＴＧ,2026-03-04,5820.0,5790.0
78060,株式会社ＭＴＧ,2026-03-05,6210.0,5820.0
78060,株式会社ＭＴＧ,2026-03-11,6480.0,6210.0
78060,株式会社ＭＴＧ,2026-03-27,6500.0,6480.0
78060,株式会社ＭＴＧ,2026-04-15,6580.0,6500.0
78060,株式会社ＭＴＧ,2026-04-17,6620.0,6580.0
78060,株式会社ＭＴＧ,2026-04-20,6700.0,6620.0
78060,株式会社ＭＴＧ,2026-05-12,6820.0,6700.0
78060,株式会社ＭＴＧ,2026-05-13,6930.0,6820.0
78060,株式会社ＭＴＧ,2026-05-14,7310.0,6930.0
78060,株式会社ＭＴＧ,2026-05-28,7490.0,7310.0
78060,株式会社ＭＴＧ,2026-05-29,7600.0,7490.0
78060,株式会社ＭＴＧ,2026-06-18,7790.0,7600.0
78060,株式会社ＭＴＧ,2026-07-02,8000.0,7790.0
78060,株式会社ＭＴＧ,2026-07-03,8380.0,8000.0
78060,株式会社ＭＴＧ,2026-08-17,8400.0,8380.0
78060,株式会社ＭＴＧ,2026-08-20,8640.0,8400.0
78060,株式会社ＭＴＧ,2026-08-21,8770.0,8640.0
78060,株式会社ＭＴＧ,2026-08-25,9020.0,8770.0
78060,株式会社ＭＴＧ,2026-08-26,9400.0,9020.0
92110,株式会社エフ・コード,2025-08-07,2536.0,2477.0
92110,株式会社エフ・コード,2025-08-12,2704.0,2536.0
92110,株式会社エフ・コード,2025-08-14,2745.0,2704.0
92110,株式会社エフ・コード,2025-08-15,2985.0,2745.0
92420,メディア総研株式会社,2025-09-24,1793.0,1775.0
92420,メディア総研株式会社,2025-11-04,1974.0,1793.0
92420,メディア総研株式会社,2025-11-05,2120.0,1974.0
92420,メディア総研株式会社,2025-11-06,2460.0,2120.0
92420,メディア総研株式会社,2025-11-12,2537.0,2460.0
92450,株式会社リベロ,2025-09-16,2271.0,2177.0
92450,株式会社リベロ,2025-09-17,2399.0,2271.0
92450,株式会社リベロ,2025-09-29,2488.0,2399.0
92450,株式会社リベロ,2025-09-30,2500.0,2488.0
92450,株式会社リベロ,2025-11-11,2549.0,2500.0
92450,株式会社リベロ,2025-11-12,2568.0,2549.0
92450,株式会社リベロ,2025-11-13,2579.0,2568.0
92450,株式会社リベロ,2025-11-14,2730.0,2579.0
92450,株式会社リベロ,2025-11-17,2899.0,2730.0
92530,スローガン株式会社,2025-09-02,939.0,935.0
92530,スローガン株式会社,2025-10-07,964.0,939.0
92710,株式会社和心,2025-08-18,762.0,742.0
92710,株式会社和心,2025-08-19,910.0,762.0
92710,株式会社和心,2025-08-25,957.0,910.0
92710,株式会社和心,2025-09-18,965.0,957.0
92710,株式会社和心,2025-09-19,976.0,965.0
92710,株式会社和心,2025-09-22,979.0,976.0
92710,株式会社和心,2025-10-28,1032.0,979.0
92710,株式会社和心,2025-10-29,1042.0,1032.0
92710,株式会社和心,2025-10-30,1119.0,1042.0
92710,株式会社和心,2025-10-31,1137.0,1119.0
92710,株式会社和心,2025-11-04,1141.0,1137.0
92710,株式会社和心,2026-02-17,1301.0,1141.0
93370,株式会社トリドリ,2025-08-18,3020.0,2980.0
93370,株式会社トリドリ,2025-08-19,3215.0,3020.0
93370,株式会社トリドリ,2025-08-20,3270.0,3215.0
93370,株式会社トリドリ,2025-08-26,3275.0,3270.0
93370,株式会社トリドリ,2025-12-22,3320.0,3275.0
93370,株式会社トリドリ,2025-12-24,3340.0,3320.0
93370,株式会社トリドリ,2026-01-06,3475.0,3340.0
93370,株式会社トリドリ,2026-01-15,3480.0,3475.0
93370,株式会社トリドリ,2026-01-19,3515.0,3480.0
93370,株式会社トリドリ,2026-01-20,3525.0,3515.0
93370,株式会社トリドリ,2026-01-23,3545.0,3525.0
93370,株式会社トリドリ,2026-01-26,3585.0,3545.0
93370,株式会社トリドリ,2026-02-02,3590.0,3585.0
95540,株式会社ＡＶｉＣ,2025-08-15,2420.0,2371.0
95560,ＩＮＴＬＯＯＰ株式会社,2025-08-07,7400.0,7300.0
95560,ＩＮＴＬＯＯＰ株式会社,2025-08-14,7430.0,7400.0
95560,ＩＮＴＬＯＯＰ株式会社,2025-08-15,7450.0,7430.0
95560,ＩＮＴＬＯＯＰ株式会社,2025-08-18,7720.0,7450.0
95560,ＩＮＴＬＯＯＰ株式会社,2025-08-25,7730.0,7720.0
95620,ビジネスコーチ株式会社,2025-08-13,2120.0,2102.0
95620,ビジネスコーチ株式会社,2025-08-14,2144.0,2120.0
95620,ビジネスコーチ株式会社,2025-08-19,2175.0,2144.0
95620,ビジネスコーチ株式会社,2025-08-21,2220.0,2175.0
95620,ビジネスコーチ株式会社,2025-08-22,2270.0,2220.0
95620,ビジネスコーチ株式会社,2025-08-25,2323.0,2270.0
95620,ビジネスコーチ株式会社,2025-09-03,2324.0,2323.0
95620,ビジネスコーチ株式会社,2025-09-05,2330.0,2324.0
95620,ビジネスコーチ株式会社,2025-09-08,2335.0,2330.0
95620,ビジネスコーチ株式会社,2025-09-09,2500.0,2335.0
95620,ビジネスコーチ株式会社,2025-09-11,2539.0,2500.0
95620,ビジネスコーチ株式会社,2025-09-17,2555.0,2539.0
95620,ビジネスコーチ株式会社,2025-10-21,2674.0,2555.0
95620,ビジネスコーチ株式会社,2025-11-10,2833.0,2674.0
