code,name,date,close,status
78060,MTG,2026-09-08,8230.0,OK
40760,シイエヌエス,2026-09-08,1996.0,OK
446A0,ノースサンド,2026-09-08,2149.0,OK
581A0,GO,2026-09-08,3480.0,OK
558A0,SQUEEZE,2026-09-08,5610.0,OK
