code,name,date,close,status
78060,MTG,2026-09-02,8500.0,OK
40760,シイエヌエス,2026-09-02,2013.0,OK
446A0,ノースサンド,2026-09-02,2180.0,OK
581A0,GO,2026-09-02,3935.0,OK
558A0,SQUEEZE,2026-09-02,5610.0,OK
