code,name,date,close,status
78060,MTG,2026-09-11,7650.0,OK
40760,シイエヌエス,2026-09-11,1961.0,OK
446A0,ノースサンド,2026-09-11,1914.0,OK
581A0,GO,2026-09-11,3190.0,OK
558A0,SQUEEZE,2026-09-11,5670.0,OK
