code,name,seq,new_high_date,high,prior_52w_high,true_low_date,true_high_date,true_multiple
92710,株式会社和心,9,2025-09-22,979.0,976.0,2025-04-07,2025-10-30,3.21
92710,株式会社和心,10,2025-10-28,1032.0,979.0,2025-04-07,2025-10-30,3.21
92710,株式会社和心,11,2025-10-29,1042.0,1032.0,2025-04-07,2025-10-30,3.21
92710,株式会社和心,12,2025-10-30,1119.0,1042.0,2025-04-07,2025-10-30,3.21
61660,株式会社中村超硬,1,2026-01-19,469.0,395.0,2025-12-11,2026-01-20,3.19
61660,株式会社中村超硬,2,2026-01-20,789.0,469.0,2025-12-11,2026-01-20,3.19
280A0,株式会社ＴＭＨ,1,2026-05-12,1835.0,1770.0,2025-12-02,2026-05-26,3.19
280A0,株式会社ＴＭＨ,2,2026-05-22,2112.0,1835.0,2025-12-02,2026-05-26,3.19
280A0,株式会社ＴＭＨ,3,2026-05-25,2320.0,2112.0,2025-12-02,2026-05-26,3.19
280A0,株式会社ＴＭＨ,4,2026-05-26,2820.0,2320.0,2025-12-02,2026-05-26,3.19
194A0,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,1,2025-09-29,1116.0,1100.0,2025-04-07,2025-11-12,3.15
194A0,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,2,2025-10-03,1144.0,1116.0,2025-04-07,2025-11-12,3.15
194A0,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,3,2025-10-06,1198.0,1144.0,2025-04-07,2025-11-12,3.15
194A0,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,4,2025-10-14,1216.0,1198.0,2025-04-07,2025-11-12,3.15
194A0,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,5,2025-10-17,1249.0,1216.0,2025-04-07,2025-11-12,3.15
194A0,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,6,2025-10-20,1364.0,1249.0,2025-04-07,2025-11-12,3.15
194A0,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,7,2025-10-21,1512.0,1364.0,2025-04-07,2025-11-12,3.15
194A0,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,8,2025-10-24,1649.0,1512.0,2025-04-07,2025-11-12,3.15
194A0,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,9,2025-10-27,1669.0,1649.0,2025-04-07,2025-11-12,3.15
194A0,株式会社ＷＯＬＶＥＳ　ＨＡＮＤ,10,2025-11-12,1786.0,1669.0,2025-04-07,2025-11-12,3.15
55320,株式会社リアルゲイト,1,2024-07-18,2417.0,2350.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,2,2024-12-19,2448.0,2417.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,3,2024-12-23,2479.0,2448.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,4,2024-12-24,2480.0,2479.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,5,2024-12-26,2487.0,2480.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,6,2024-12-30,2518.0,2487.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,7,2025-01-06,2520.0,2518.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,8,2025-01-08,2564.0,2520.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,9,2025-01-09,2640.0,2564.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,10,2025-01-10,2650.0,2640.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,11,2025-01-14,2700.0,2650.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,12,2025-01-16,2750.0,2700.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,13,2025-01-22,2875.0,2750.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,14,2025-01-23,2904.0,2875.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,15,2025-08-15,3040.0,2904.0,2025-04-07,2025-08-18,3.11
55320,株式会社リアルゲイト,16,2025-08-18,3220.0,3040.0,2025-04-07,2025-08-18,3.11
41700,株式会社Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,1,2026-08-26,302.0,242.0,2026-06-16,2026-08-26,3.11
44180,株式会社ＪＤＳＣ,1,2023-05-24,1087.0,1078.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,2,2023-05-25,1135.0,1087.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,3,2023-05-26,1147.0,1135.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,4,2023-05-29,1166.0,1147.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,5,2023-05-31,1217.0,1166.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,6,2023-06-01,1226.0,1217.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,7,2023-06-06,1303.0,1226.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,8,2023-09-25,1376.0,1303.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,9,2023-09-26,1429.0,1376.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,10,2023-09-27,1489.0,1429.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,11,2024-12-12,1139.0,1118.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,12,2024-12-13,1157.0,1139.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,13,2025-06-11,1174.0,1157.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,14,2025-06-12,1179.0,1174.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,15,2025-06-16,1194.0,1179.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,16,2025-06-17,1204.0,1194.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,17,2025-06-18,1205.0,1204.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,18,2025-06-19,1215.0,1205.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,19,2025-06-24,1238.0,1215.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,20,2025-06-25,1248.0,1238.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,21,2025-08-05,1264.0,1248.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,22,2025-08-07,1288.0,1264.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,23,2025-10-21,1381.0,1288.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,24,2025-10-22,1681.0,1381.0,2025-04-07,2025-10-23,3.1
44180,株式会社ＪＤＳＣ,25,2025-10-23,1946.0,1681.0,2025-04-07,2025-10-23,3.1
157A0,グリーンモンスター株式会社,1,2025-11-17,762.0,716.0,2025-04-04,2026-01-21,3.1
157A0,グリーンモンスター株式会社,2,2025-11-18,912.0,762.0,2025-04-04,2026-01-21,3.1
157A0,グリーンモンスター株式会社,3,2025-11-19,1062.0,912.0,2025-04-04,2026-01-21,3.1
157A0,グリーンモンスター株式会社,4,2025-11-20,1199.0,1062.0,2025-04-04,2026-01-21,3.1
157A0,グリーンモンスター株式会社,5,2026-01-20,1288.0,1199.0,2025-04-04,2026-01-21,3.1
157A0,グリーンモンスター株式会社,6,2026-01-21,1380.0,1288.0,2025-04-04,2026-01-21,3.1
14010,株式会社エムビーエス,1,2023-07-21,574.0,526.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,2,2023-11-16,575.0,574.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,3,2023-11-17,579.0,575.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,4,2023-11-20,593.0,579.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,5,2023-11-21,630.0,593.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,6,2023-11-22,636.0,630.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,7,2024-01-15,638.0,636.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,8,2024-01-16,655.0,638.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,9,2024-01-25,688.0,655.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,10,2024-01-29,727.0,688.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,11,2024-01-30,767.0,727.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,12,2024-02-06,798.0,767.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,13,2024-02-07,829.0,798.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,14,2024-02-08,835.0,829.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,15,2024-10-01,895.0,835.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,16,2025-06-09,900.0,895.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,17,2025-06-10,949.0,900.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,18,2025-06-11,960.0,949.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,19,2025-06-12,964.0,960.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,20,2025-06-16,1100.0,964.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,21,2025-06-17,1400.0,1100.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,22,2025-06-18,1660.0,1400.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,23,2026-01-19,1682.0,1660.0,2025-04-09,2026-01-20,3.08
14010,株式会社エムビーエス,24,2026-01-20,1847.0,1682.0,2025-04-09,2026-01-20,3.08
92560,株式会社サクシード,1,2023-11-09,1050.0,1042.0,2026-04-28,2026-05-22,3.08
92560,株式会社サクシード,2,2024-03-05,1308.0,1050.0,2026-04-28,2026-05-22,3.08
92560,株式会社サクシード,3,2024-03-06,1608.0,1308.0,2026-04-28,2026-05-22,3.08
92560,株式会社サクシード,4,2024-03-07,1825.0,1608.0,2026-04-28,2026-05-22,3.08
92560,株式会社サクシード,5,2026-05-12,984.0,955.0,2026-04-28,2026-05-22,3.08
92560,株式会社サクシード,6,2026-05-13,1124.0,984.0,2026-04-28,2026-05-22,3.08
92560,株式会社サクシード,7,2026-05-14,1424.0,1124.0,2026-04-28,2026-05-22,3.08
92560,株式会社サクシード,8,2026-05-15,1724.0,1424.0,2026-04-28,2026-05-22,3.08
92560,株式会社サクシード,9,2026-05-18,2000.0,1724.0,2026-04-28,2026-05-22,3.08
92560,株式会社サクシード,10,2026-05-19,2042.0,2000.0,2026-04-28,2026-05-22,3.08
92560,株式会社サクシード,11,2026-05-20,2050.0,2042.0,2026-04-28,2026-05-22,3.08
92560,株式会社サクシード,12,2026-05-21,2208.0,2050.0,2026-04-28,2026-05-22,3.08
92560,株式会社サクシード,13,2026-05-22,2377.0,2208.0,2026-04-28,2026-05-22,3.08
55780,ＡＲアドバンストテクノロジ株式会社,1,2025-07-10,2199.0,2120.0,2024-10-25,2025-09-25,3.07
55780,ＡＲアドバンストテクノロジ株式会社,2,2025-07-11,2247.0,2199.0,2024-10-25,2025-09-25,3.07
55780,ＡＲアドバンストテクノロジ株式会社,3,2025-07-14,2722.0,2247.0,2024-10-25,2025-09-25,3.07
55780,ＡＲアドバンストテクノロジ株式会社,4,2025-07-15,2800.0,2722.0,2024-10-25,2025-09-25,3.07
55780,ＡＲアドバンストテクノロジ株式会社,5,2025-07-28,2893.0,2800.0,2024-10-25,2025-09-25,3.07
55780,ＡＲアドバンストテクノロジ株式会社,6,2025-07-31,2922.0,2893.0,2024-10-25,2025-09-25,3.07
55780,ＡＲアドバンストテクノロジ株式会社,7,2025-08-01,2970.0,2922.0,2024-10-25,2025-09-25,3.07
55780,ＡＲアドバンストテクノロジ株式会社,8,2025-08-04,2990.0,2970.0,2024-10-25,2025-09-25,3.07
55780,ＡＲアドバンストテクノロジ株式会社,9,2025-09-16,3070.0,2990.0,2024-10-25,2025-09-25,3.07
55780,ＡＲアドバンストテクノロジ株式会社,10,2025-09-17,3290.0,3070.0,2024-10-25,2025-09-25,3.07
55780,ＡＲアドバンストテクノロジ株式会社,11,2025-09-24,3295.0,3290.0,2024-10-25,2025-09-25,3.07
55780,ＡＲアドバンストテクノロジ株式会社,12,2025-09-25,3425.0,3295.0,2024-10-25,2025-09-25,3.07
42590,株式会社エクサウィザーズ,1,2023-06-06,660.0,611.0,2025-04-07,2025-11-12,3.06
42590,株式会社エクサウィザーズ,2,2023-06-07,663.0,660.0,2025-04-07,2025-11-12,3.06
42590,株式会社エクサウィザーズ,3,2023-06-19,667.0,663.0,2025-04-07,2025-11-12,3.06
42590,株式会社エクサウィザーズ,4,2023-06-21,685.0,667.0,2025-04-07,2025-11-12,3.06
42590,株式会社エクサウィザーズ,5,2023-06-22,690.0,685.0,2025-04-07,2025-11-12,3.06
42590,株式会社エクサウィザーズ,6,2025-08-14,574.0,541.0,2025-04-07,2025-11-12,3.06
42590,株式会社エクサウィザーズ,7,2025-09-19,582.0,574.0,2025-04-07,2025-11-12,3.06
42590,株式会社エクサウィザーズ,8,2025-10-06,585.0,582.0,2025-04-07,2025-11-12,3.06
42590,株式会社エクサウィザーズ,9,2025-10-07,608.0,585.0,2025-04-07,2025-11-12,3.06
42590,株式会社エクサウィザーズ,10,2025-10-08,633.0,608.0,2025-04-07,2025-11-12,3.06
42590,株式会社エクサウィザーズ,11,2025-10-28,640.0,633.0,2025-04-07,2025-11-12,3.06
42590,株式会社エクサウィザーズ,12,2025-10-31,685.0,640.0,2025-04-07,2025-11-12,3.06
42590,株式会社エクサウィザーズ,13,2025-11-12,743.0,685.0,2025-04-07,2025-11-12,3.06
73750,株式会社リファインバースグループ,1,2025-08-15,912.0,875.0,2025-04-09,2026-04-06,3.06
73750,株式会社リファインバースグループ,2,2025-08-26,928.0,912.0,2025-04-09,2026-04-06,3.06
73750,株式会社リファインバースグループ,3,2025-08-27,932.0,928.0,2025-04-09,2026-04-06,3.06
73750,株式会社リファインバースグループ,4,2025-08-28,949.0,932.0,2025-04-09,2026-04-06,3.06
73750,株式会社リファインバースグループ,5,2025-08-29,969.0,949.0,2025-04-09,2026-04-06,3.06
73750,株式会社リファインバースグループ,6,2025-09-02,1010.0,969.0,2025-04-09,2026-04-06,3.06
73750,株式会社リファインバースグループ,7,2025-09-03,1252.0,1010.0,2025-04-09,2026-04-06,3.06
73750,株式会社リファインバースグループ,8,2026-03-19,1298.0,1252.0,2025-04-09,2026-04-06,3.06
73750,株式会社リファインバースグループ,9,2026-03-26,1387.0,1298.0,2025-04-09,2026-04-06,3.06
73750,株式会社リファインバースグループ,10,2026-03-27,1568.0,1387.0,2025-04-09,2026-04-06,3.06
73750,株式会社リファインバースグループ,11,2026-04-02,1618.0,1568.0,2025-04-09,2026-04-06,3.06
73750,株式会社リファインバースグループ,12,2026-04-03,1881.0,1618.0,2025-04-09,2026-04-06,3.06
73750,株式会社リファインバースグループ,13,2026-04-06,1930.0,1881.0,2025-04-09,2026-04-06,3.06
40750,ブレインズテクノロジー株式会社,1,2023-06-13,1676.0,1471.0,2025-04-09,2026-03-12,3.05
40750,ブレインズテクノロジー株式会社,2,2025-06-16,928.0,877.0,2025-04-09,2026-03-12,3.05
40750,ブレインズテクノロジー株式会社,3,2025-08-22,938.0,928.0,2025-04-09,2026-03-12,3.05
40750,ブレインズテクノロジー株式会社,4,2025-08-25,947.0,938.0,2025-04-09,2026-03-12,3.05
40750,ブレインズテクノロジー株式会社,5,2025-09-08,955.0,947.0,2025-04-09,2026-03-12,3.05
40750,ブレインズテクノロジー株式会社,6,2025-09-09,964.0,955.0,2025-04-09,2026-03-12,3.05
40750,ブレインズテクノロジー株式会社,7,2025-11-26,985.0,964.0,2025-04-09,2026-03-12,3.05
40750,ブレインズテクノロジー株式会社,8,2025-11-27,988.0,985.0,2025-04-09,2026-03-12,3.05
40750,ブレインズテクノロジー株式会社,9,2025-12-11,990.0,988.0,2025-04-09,2026-03-12,3.05
40750,ブレインズテクノロジー株式会社,10,2026-03-09,1126.0,990.0,2025-04-09,2026-03-12,3.05
40750,ブレインズテクノロジー株式会社,11,2026-03-10,1426.0,1126.0,2025-04-09,2026-03-12,3.05
40750,ブレインズテクノロジー株式会社,12,2026-03-11,1616.0,1426.0,2025-04-09,2026-03-12,3.05
40750,ブレインズテクノロジー株式会社,13,2026-03-12,1680.0,1616.0,2025-04-09,2026-03-12,3.05
92700,バリュエンスホールディングス株式会社,1,2025-12-24,1100.0,1086.0,2025-04-07,2026-04-06,3.04
92700,バリュエンスホールディングス株式会社,2,2025-12-25,1240.0,1100.0,2025-04-07,2026-04-06,3.04
92700,バリュエンスホールディングス株式会社,3,2026-01-09,1525.0,1240.0,2025-04-07,2026-04-06,3.04
92700,バリュエンスホールディングス株式会社,4,2026-01-13,1609.0,1525.0,2025-04-07,2026-04-06,3.04
92700,バリュエンスホールディングス株式会社,5,2026-01-14,1875.0,1609.0,2025-04-07,2026-04-06,3.04
92700,バリュエンスホールディングス株式会社,6,2026-01-16,1950.0,1875.0,2025-04-07,2026-04-06,3.04
92700,バリュエンスホールディングス株式会社,7,2026-01-19,1979.0,1950.0,2025-04-07,2026-04-06,3.04
92700,バリュエンスホールディングス株式会社,8,2026-04-03,2012.0,1979.0,2025-04-07,2026-04-06,3.04
92700,バリュエンスホールディングス株式会社,9,2026-04-06,2139.0,2012.0,2025-04-07,2026-04-06,3.04
42550,ＴＨＥＣＯＯ株式会社,1,2024-11-18,765.0,734.0,2024-12-26,2025-11-25,3.03
42550,ＴＨＥＣＯＯ株式会社,2,2024-11-19,800.0,765.0,2024-12-26,2025-11-25,3.03
42550,ＴＨＥＣＯＯ株式会社,3,2024-12-05,845.0,800.0,2024-12-26,2025-11-25,3.03
42550,ＴＨＥＣＯＯ株式会社,4,2025-01-30,877.0,845.0,2024-12-26,2025-11-25,3.03
42550,ＴＨＥＣＯＯ株式会社,5,2025-04-18,938.0,877.0,2024-12-26,2025-11-25,3.03
42550,ＴＨＥＣＯＯ株式会社,6,2025-08-13,970.0,938.0,2024-12-26,2025-11-25,3.03
42550,ＴＨＥＣＯＯ株式会社,7,2025-08-14,1005.0,970.0,2024-12-26,2025-11-25,3.03
42550,ＴＨＥＣＯＯ株式会社,8,2025-08-19,1130.0,1005.0,2024-12-26,2025-11-25,3.03
42550,ＴＨＥＣＯＯ株式会社,9,2025-08-20,1328.0,1130.0,2024-12-26,2025-11-25,3.03
42550,ＴＨＥＣＯＯ株式会社,10,2025-11-14,1461.0,1328.0,2024-12-26,2025-11-25,3.03
42550,ＴＨＥＣＯＯ株式会社,11,2025-11-17,1750.0,1461.0,2024-12-26,2025-11-25,3.03
42550,ＴＨＥＣＯＯ株式会社,12,2025-11-25,1888.0,1750.0,2024-12-26,2025-11-25,3.03
44790,株式会社マクアケ,1,2025-04-23,774.0,724.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,2,2025-04-24,812.0,774.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,3,2025-06-05,871.0,812.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,4,2025-06-06,878.0,871.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,5,2025-06-09,886.0,878.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,6,2025-06-11,915.0,886.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,7,2025-06-12,953.0,915.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,8,2025-06-19,959.0,953.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,9,2025-07-25,970.0,959.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,10,2025-07-28,981.0,970.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,11,2025-07-30,1054.0,981.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,12,2025-08-04,1108.0,1054.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,13,2025-08-05,1137.0,1108.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,14,2025-08-06,1166.0,1137.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,15,2025-08-07,1192.0,1166.0,2024-12-25,2025-08-27,3.02
44790,株式会社マクアケ,16,2025-08-27,1345.0,1192.0,2024-12-25,2025-08-27,3.02
45790,ラクオリア創薬株式会社,1,2025-06-04,728.0,720.0,2025-04-07,2025-11-28,3.0
45790,ラクオリア創薬株式会社,2,2025-11-25,738.0,728.0,2025-04-07,2025-11-28,3.0
45790,ラクオリア創薬株式会社,3,2025-11-26,777.0,738.0,2025-04-07,2025-11-28,3.0
45790,ラクオリア創薬株式会社,4,2025-11-27,783.0,777.0,2025-04-07,2025-11-28,3.0
45790,ラクオリア創薬株式会社,5,2025-11-28,904.0,783.0,2025-04-07,2025-11-28,3.0
74090,ＡｅｒｏＥｄｇｅ株式会社,1,2025-06-05,3155.0,2996.0,2024-09-18,2025-08-15,3.0
74090,ＡｅｒｏＥｄｇｅ株式会社,2,2025-06-12,3190.0,3155.0,2024-09-18,2025-08-15,3.0
74090,ＡｅｒｏＥｄｇｅ株式会社,3,2025-06-23,3195.0,3190.0,2024-09-18,2025-08-15,3.0
74090,ＡｅｒｏＥｄｇｅ株式会社,4,2025-06-24,3275.0,3195.0,2024-09-18,2025-08-15,3.0
74090,ＡｅｒｏＥｄｇｅ株式会社,5,2025-07-29,3300.0,3275.0,2024-09-18,2025-08-15,3.0
74090,ＡｅｒｏＥｄｇｅ株式会社,6,2025-07-30,3305.0,3300.0,2024-09-18,2025-08-15,3.0
74090,ＡｅｒｏＥｄｇｅ株式会社,7,2025-07-31,3395.0,3305.0,2024-09-18,2025-08-15,3.0
74090,ＡｅｒｏＥｄｇｅ株式会社,8,2025-08-01,3440.0,3395.0,2024-09-18,2025-08-15,3.0
74090,ＡｅｒｏＥｄｇｅ株式会社,9,2025-08-06,3490.0,3440.0,2024-09-18,2025-08-15,3.0
74090,ＡｅｒｏＥｄｇｅ株式会社,10,2025-08-14,4080.0,3490.0,2024-09-18,2025-08-15,3.0
74090,ＡｅｒｏＥｄｇｅ株式会社,11,2025-08-15,4780.0,4080.0,2024-09-18,2025-08-15,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,1,2025-06-27,1019.0,1012.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,2,2025-06-30,1036.0,1019.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,3,2025-07-09,1050.0,1036.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,4,2025-07-10,1100.0,1050.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,5,2025-07-29,1108.0,1100.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,6,2025-07-30,1124.0,1108.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,7,2025-08-06,1129.0,1124.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,8,2025-08-12,1140.0,1129.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,9,2025-08-13,1145.0,1140.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,10,2025-08-14,1180.0,1145.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,11,2025-08-15,1230.0,1180.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,12,2025-08-18,1256.0,1230.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,13,2025-08-19,1300.0,1256.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,14,2025-08-21,1349.0,1300.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,15,2025-08-22,1375.0,1349.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,16,2025-08-25,1423.0,1375.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,17,2025-08-27,1437.0,1423.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,18,2025-09-01,1450.0,1437.0,2025-04-07,2025-09-02,3.0
145A0,株式会社Ｌ　ｉｓ　Ｂ,19,2025-09-02,1527.0,1450.0,2025-04-07,2025-09-02,3.0
