code,entry_date,entry_price,outcome,outcome_date,outcome_pct,hold_days,stop_is_gap,avg_trading_value_20d_yen
141A0,2025-12-25,3035.0,STOPPED,2026-05-26,-9.52,152,False,3658674255
141A0,2025-12-26,3130.0,STOPPED,2026-01-14,-9.74,19,False,3894732300
141A0,2026-01-19,3180.0,STOPPED,2026-01-29,-8.96,10,False,3983470465
141A0,2026-01-20,3295.0,STOPPED,2026-01-22,-9.38,2,False,4089524445
141A0,2026-02-13,3890.0,STOPPED,2026-05-15,-8.23,91,False,2938287350
141A0,2026-02-16,3895.0,STOPPED,2026-05-15,-8.34,88,False,3299535125
141A0,2026-02-19,4480.0,STOPPED,2026-03-04,-9.15,13,True,3921328810
141A0,2026-02-20,4600.0,STOPPED,2026-03-04,-11.52,12,True,4329865260
141A0,2026-02-24,4620.0,STOPPED,2026-03-04,-11.9,8,True,4840793960
141A0,2026-02-26,4485.0,STOPPED,2026-03-04,-9.25,6,True,5240250335
141A0,2026-04-06,4655.0,STOPPED,2026-04-13,-11.6,7,False,3860819400
141A0,2026-04-07,4780.0,STOPPED,2026-04-09,-8.58,2,False,3874705825
141A0,2026-04-08,4655.0,STOPPED,2026-04-13,-11.6,5,False,3772607125
44780,2023-05-16,3680.0,STOPPED,2023-05-25,-9.78,9,False,1504453050
44780,2025-02-17,3900.0,STOPPED,2025-03-07,-9.23,18,False,1507985705
44780,2025-02-19,4180.0,STOPPED,2025-03-03,-8.01,12,False,1854802070
44780,2025-06-05,4145.0,STOPPED,2025-06-09,-8.08,4,False,1546379450
44780,2025-08-04,4255.0,STOPPED,2025-08-14,-21.27,10,True,1342009675
44780,2025-08-05,4255.0,STOPPED,2025-08-14,-21.27,9,True,1397851100
44780,2026-08-21,3780.0,TIMEOUT,,,,,1732560210
44780,2026-08-24,3920.0,TIMEOUT,,,,,1780268220
44780,2026-08-27,4230.0,STOPPED,2026-09-03,-8.16,7,False,2046191885
44780,2026-08-28,4435.0,STOPPED,2026-09-02,-11.39,5,True,2278560610
78060,2023-07-31,1625.0,STOPPED,2023-08-07,-12.43,7,False,54204570
78060,2023-08-01,1600.0,STOPPED,2023-08-07,-11.06,6,False,59006120
78060,2023-08-15,1639.0,STOPPED,2023-09-28,-8.24,44,False,99885895
78060,2023-09-13,1639.0,STOPPED,2023-09-28,-8.24,15,False,68065505
78060,2024-11-12,1785.0,STOPPED,2024-12-16,-16.64,34,True,37044725
78060,2024-11-13,1915.0,STOPPED,2024-12-16,-22.3,33,True,73471685
78060,2024-11-20,1920.0,STOPPED,2024-12-16,-22.5,26,True,125553520
78060,2024-11-27,1950.0,STOPPED,2024-12-13,-9.23,16,False,155002070
78060,2024-12-02,1946.0,STOPPED,2024-12-13,-9.04,11,False,179561215
78060,2024-12-03,2054.0,STOPPED,2024-12-13,-13.83,10,True,187744755
78060,2024-12-04,2096.0,STOPPED,2024-12-13,-15.55,9,True,209297975
78060,2024-12-05,2146.0,STOPPED,2024-12-13,-17.52,8,True,228672485
78060,2024-12-06,2183.0,STOPPED,2024-12-13,-18.92,7,True,237769495
78060,2024-12-11,2239.0,STOPPED,2024-12-13,-20.95,2,True,220287330
78060,2024-12-12,2270.0,STOPPED,2024-12-13,-22.03,1,True,203606845
78060,2025-03-11,2365.0,TIMEOUT,,,,,75890950
78060,2025-03-12,2429.0,TIMEOUT,,,,,190116130
78060,2025-03-13,2547.0,TIMEOUT,,,,,277575230
78060,2025-03-14,2549.0,TIMEOUT,,,,,320359420
78060,2025-03-17,2553.0,TIMEOUT,,,,,353842605
78060,2025-03-24,2744.0,STOPPED,2025-04-04,-9.55,11,False,423586215
78060,2025-03-26,2729.0,STOPPED,2025-04-04,-9.05,9,False,474724115
78060,2025-03-27,2800.0,STOPPED,2025-04-03,-8.57,7,False,494268230
78060,2025-04-24,2845.0,TIMEOUT,,,,,396798795
78060,2025-04-30,2904.0,TIMEOUT,,,,,359899750
78060,2025-05-01,2903.0,TIMEOUT,,,,,355046410
78060,2025-05-07,3185.0,TIMEOUT,,,,,347624255
78060,2025-05-09,3460.0,TIMEOUT,,,,,428013330
78060,2025-05-13,3475.0,TIMEOUT,,,,,512054080
78060,2025-05-16,3470.0,TIMEOUT,,,,,545020440
78060,2025-06-02,3705.0,TIMEOUT,,,,,555998095
78060,2025-06-04,3765.0,TIMEOUT,,,,,607986300
78060,2025-06-05,3750.0,TIMEOUT,,,,,552556350
78060,2025-06-25,4080.0,STOPPED,2025-07-03,-8.21,8,False,435376750
78060,2025-07-09,4150.0,STOPPED,2025-10-28,-9.04,111,False,592066825
78060,2025-07-10,4135.0,STOPPED,2025-10-28,-8.71,110,False,622083450
78060,2025-07-17,4560.0,STOPPED,2025-09-03,-10.2,48,False,688298350
78060,2025-07-18,4470.0,STOPPED,2025-09-03,-8.39,47,False,797944675
78060,2025-07-24,4700.0,STOPPED,2025-09-02,-10.53,40,False,905796675
78060,2025-07-25,4830.0,STOPPED,2025-08-01,-8.49,7,False,951766475
78060,2025-07-31,4920.0,STOPPED,2025-08-01,-10.16,1,False,1047155375
78060,2025-08-01,4450.0,STOPPED,2025-10-14,-9.55,74,True,1096475425
78060,2025-09-18,4990.0,STOPPED,2025-10-01,-10.32,13,False,1026821025
78060,2025-09-19,5080.0,STOPPED,2025-09-30,-8.76,11,False,1178391125
78060,2026-02-13,5380.0,TIMEOUT,,,,,793012825
78060,2026-02-27,5750.0,TIMEOUT,,,,,1119137925
78060,2026-03-02,5670.0,TIMEOUT,,,,,1201100300
78060,2026-03-04,5670.0,TIMEOUT,,,,,1243332175
78060,2026-03-05,5960.0,TIMEOUT,,,,,1345878225
78060,2026-03-11,6350.0,STOPPED,2026-03-23,-10.39,12,False,1573002500
78060,2026-03-27,6470.0,STOPPED,2026-04-10,-8.04,14,False,1202870200
78060,2026-04-15,6390.0,STOPPED,2026-04-30,-10.49,15,False,796033250
78060,2026-04-17,6600.0,STOPPED,2026-04-27,-9.7,10,False,792112800
78060,2026-04-20,6600.0,STOPPED,2026-04-27,-9.7,7,False,805957400
78060,2026-05-12,6610.0,TIMEOUT,,,,,753318150
78060,2026-05-13,6720.0,STOPPED,2026-05-22,-8.48,9,False,927282600
78060,2026-05-14,7180.0,STOPPED,2026-05-18,-13.09,4,False,1008038100
78060,2026-05-28,7440.0,STOPPED,2026-06-04,-10.62,7,False,1231799700
78060,2026-05-29,7500.0,STOPPED,2026-06-02,-8.27,4,False,1283162250
78060,2026-06-18,7650.0,TIMEOUT,,,,,885674750
78060,2026-07-02,7860.0,STOPPED,2026-07-13,-8.02,11,False,705128900
78060,2026-07-03,8100.0,STOPPED,2026-07-10,-9.63,7,False,698208600
78060,2026-08-17,8230.0,TIMEOUT,,,,,1125734100
78060,2026-08-20,8640.0,TIMEOUT,,,,,1080968650
78060,2026-08-21,8680.0,TIMEOUT,,,,,1175167450
78060,2026-08-25,8980.0,STOPPED,2026-09-03,-9.13,9,False,1225142400
78060,2026-08-26,9090.0,STOPPED,2026-09-03,-10.23,8,False,1282172250
71570,2023-01-20,1250.0,STOPPED,2023-02-28,-8.16,39,False,374539800
71570,2023-01-23,1274.0,STOPPED,2023-02-28,-9.89,36,False,438112040
71570,2023-01-24,1304.0,STOPPED,2023-02-22,-8.13,29,False,460762060
71570,2023-01-25,1320.0,STOPPED,2023-02-22,-9.24,28,False,483878900
71570,2023-01-26,1330.0,STOPPED,2023-02-16,-8.12,21,False,512307800
71570,2023-02-01,1384.0,STOPPED,2023-02-10,-9.9,9,False,563070365
71570,2023-02-10,1408.0,STOPPED,2023-02-16,-13.21,6,False,619341775
71570,2023-02-14,1417.0,STOPPED,2023-02-16,-13.76,2,False,717343965
71570,2023-02-15,1444.0,STOPPED,2023-02-16,-15.37,1,False,728878790
71570,2024-02-19,1435.0,STOPPED,2024-02-26,-8.64,7,False,378371555
71570,2024-03-21,1456.0,STOPPED,2024-04-15,-8.45,25,False,375987110
71570,2024-03-22,1524.0,STOPPED,2024-04-03,-8.73,12,False,384792830
71570,2024-03-25,1477.0,STOPPED,2024-04-15,-9.75,21,True,392606530
71570,2024-03-27,1534.0,STOPPED,2024-04-03,-9.32,7,False,402794305
71570,2024-06-18,1587.0,STOPPED,2024-08-05,-21.24,48,True,354895950
71570,2024-06-19,1603.0,STOPPED,2024-08-05,-22.02,47,True,359710280
71570,2024-06-20,1664.0,STOPPED,2024-08-02,-9.38,43,False,360449670
71570,2024-06-26,1840.0,STOPPED,2024-07-24,-8.75,28,False,343022320
71570,2024-10-21,1912.0,STOPPED,2025-01-14,-8.11,85,False,328804040
71570,2024-10-29,1944.0,STOPPED,2024-12-18,-9.16,50,False,433263165
71570,2024-10-31,2005.0,STOPPED,2024-11-26,-8.78,26,False,477251225
71570,2024-11-01,1991.0,STOPPED,2024-11-26,-8.14,25,False,487798560
71570,2024-11-08,2000.0,STOPPED,2024-11-26,-8.55,18,False,538805990
71570,2024-11-12,2003.0,STOPPED,2024-11-26,-8.69,14,False,538172380
71570,2024-11-18,2011.0,STOPPED,2024-11-26,-9.05,8,False,618027205
71570,2024-11-19,2088.0,STOPPED,2024-11-25,-8.19,6,False,616317925
71570,2024-11-20,2025.0,STOPPED,2024-11-26,-9.68,6,False,608929165
71570,2025-06-02,2158.0,STOPPED,2025-09-24,-9.04,114,False,320578650
71570,2025-06-04,2165.0,STOPPED,2025-09-24,-9.33,112,False,348465220
71570,2025-06-05,2167.0,STOPPED,2025-09-24,-9.41,111,False,351329395
71570,2025-06-06,2261.0,STOPPED,2025-07-08,-8.8,32,False,355404525
71570,2025-06-09,2281.0,STOPPED,2025-07-03,-8.37,24,False,369576575
71570,2025-06-10,2274.0,STOPPED,2025-07-03,-8.09,23,False,382990380
71570,2025-06-12,2276.0,STOPPED,2025-07-03,-8.17,21,False,387602840
71570,2025-06-13,2253.0,STOPPED,2025-07-08,-8.48,25,False,383274200
71570,2025-08-01,2387.0,STOPPED,2025-09-03,-8.34,33,False,722022400
71570,2025-08-05,2473.0,STOPPED,2025-08-29,-8.98,24,False,781541055
71570,2025-08-13,2525.0,STOPPED,2025-08-27,-8.12,14,False,904779775
71570,2025-08-14,2517.0,STOPPED,2025-08-28,-9.38,14,True,942059965
71570,2025-08-18,2625.0,STOPPED,2025-08-21,-9.52,3,True,999221485
76850,2024-08-16,5150.0,STOPPED,2024-10-18,-11.65,63,True,184820350
76850,2024-08-19,4940.0,STOPPED,2024-10-21,-10.22,63,False,246568975
76850,2024-08-20,5120.0,STOPPED,2024-10-18,-11.13,59,True,271470825
76850,2024-08-21,5040.0,STOPPED,2024-10-18,-9.72,58,False,287235875
76850,2024-08-22,5380.0,STOPPED,2024-10-17,-10.87,56,False,299808875
76850,2024-08-26,5580.0,STOPPED,2024-09-11,-8.24,16,False,307896075
76850,2024-09-30,5850.0,STOPPED,2024-10-01,-8.72,1,False,382002350
76850,2024-10-04,5690.0,STOPPED,2024-10-17,-15.73,13,True,363233400
76850,2026-01-05,4905.0,STOPPED,2026-03-30,-40.08,84,True,770477175
76850,2026-01-09,5050.0,STOPPED,2026-03-30,-41.8,80,True,815097850
76850,2026-01-13,5070.0,STOPPED,2026-03-30,-42.03,76,True,799343600
76850,2026-02-10,5210.0,STOPPED,2026-03-30,-43.59,48,True,545620600
76850,2026-02-12,5120.0,STOPPED,2026-03-30,-42.6,46,True,524372850
76850,2026-02-13,5230.0,STOPPED,2026-03-30,-43.8,45,True,538719800
76850,2026-02-16,5560.0,STOPPED,2026-03-30,-47.14,42,True,603880850
76850,2026-02-17,5510.0,STOPPED,2026-03-30,-46.66,41,True,741211850
76850,2026-02-18,5940.0,STOPPED,2026-03-04,-10.61,14,True,761420350
76850,2026-02-19,5920.0,STOPPED,2026-03-04,-10.3,13,True,792076150
76850,2026-02-20,6200.0,STOPPED,2026-03-03,-10.16,11,False,799120600
76850,2026-02-24,6120.0,STOPPED,2026-03-03,-8.99,7,False,833250400
76850,2026-03-09,6510.0,STOPPED,2026-03-24,-12.29,15,False,1217834750
76850,2026-03-10,6710.0,STOPPED,2026-03-23,-10.58,13,False,1322261000
76850,2026-03-11,6600.0,STOPPED,2026-03-23,-9.09,12,False,1390646900
76850,2026-03-12,6760.0,STOPPED,2026-03-23,-11.24,11,False,1435239900
76850,2026-03-17,6730.0,STOPPED,2026-03-23,-10.85,6,False,1475870850
52530,2025-02-05,3085.0,STOPPED,2025-02-13,-12.8,8,False,14621442310
52530,2025-02-06,3105.0,STOPPED,2025-02-13,-13.37,7,False,14669809935
52530,2025-02-07,3180.0,STOPPED,2025-02-13,-15.41,6,False,14578766160
52530,2025-02-10,3295.0,STOPPED,2025-02-13,-18.36,3,True,14627389260
52530,2025-02-12,3390.0,STOPPED,2025-02-13,-20.65,1,True,13726606335
319A0,2026-03-02,13630.0,STOPPED,2026-03-04,-12.33,2,True,693899150
319A0,2026-03-06,13500.0,STOPPED,2026-03-09,-10.59,3,False,797564450
319A0,2026-03-10,13860.0,STOPPED,2026-03-19,-10.97,9,False,868632750
319A0,2026-04-20,13750.0,TIMEOUT,,,,,511845400
319A0,2026-05-07,14950.0,STOPPED,2026-05-13,-9.36,6,True,455728700
319A0,2026-05-18,16280.0,STOPPED,2026-07-30,-10.38,73,False,486525100
319A0,2026-05-19,17430.0,STOPPED,2026-05-20,-9.93,1,False,530902900
319A0,2026-07-13,19540.0,STOPPED,2026-07-17,-11.98,4,False,496784000
319A0,2026-07-14,20370.0,STOPPED,2026-07-16,-9.62,2,False,519804200
319A0,2026-07-15,20660.0,STOPPED,2026-07-16,-10.89,1,False,517183700
319A0,2026-08-14,20380.0,STOPPED,2026-08-18,-11.63,4,False,708610650
319A0,2026-08-17,19300.0,STOPPED,2026-08-19,-13.83,2,True,725995450
34790,2023-01-23,3215.0,STOPPED,2023-02-10,-8.24,18,False,1448101910
34790,2023-01-25,3100.0,STOPPED,2023-03-20,-10.48,54,False,1594540000
34790,2025-04-28,1930.0,STOPPED,2025-06-27,-8.91,60,False,622420990
34790,2025-04-30,1890.0,STOPPED,2025-07-01,-8.41,62,False,663092705
34790,2025-05-02,1949.0,STOPPED,2025-06-23,-8.77,52,False,692924440
34790,2025-05-07,1950.0,STOPPED,2025-06-23,-8.82,47,False,721593095
34790,2025-05-29,1969.0,STOPPED,2025-06-20,-8.02,22,False,460201200
34790,2025-06-02,2133.0,STOPPED,2025-06-13,-11.81,11,False,405036815
34790,2025-06-03,2100.0,STOPPED,2025-06-13,-10.43,10,False,467011620
34790,2025-06-04,2180.0,STOPPED,2025-06-06,-9.31,2,False,451277605
34790,2025-08-15,2047.0,STOPPED,2025-10-01,-10.41,47,False,327550075
34790,2026-01-26,2239.0,STOPPED,2026-02-27,-9.2,32,False,383189170
34790,2026-01-27,2243.0,STOPPED,2026-02-27,-9.36,31,False,419230630
34790,2026-01-28,2344.0,STOPPED,2026-02-26,-9.26,29,False,449002995
34790,2026-01-30,2370.0,STOPPED,2026-02-26,-10.25,27,False,486622370
34790,2026-02-02,2399.0,STOPPED,2026-02-26,-11.34,24,True,500090120
34790,2026-02-03,2401.0,STOPPED,2026-02-26,-11.41,23,True,514771050
34790,2026-02-09,2372.0,STOPPED,2026-02-26,-10.33,17,True,513068500
34910,2024-03-28,1702.0,STOPPED,2024-04-12,-9.93,15,False,513389695
34910,2024-04-02,1833.0,STOPPED,2024-04-09,-10.64,7,True,542164695
34910,2024-04-03,1855.0,STOPPED,2024-04-05,-8.03,2,False,591319410
34910,2025-06-17,1738.0,STOPPED,2026-01-21,-9.67,218,False,399879830
34910,2025-06-24,1742.0,STOPPED,2026-01-21,-9.87,211,False,515057030
34910,2025-06-25,1784.0,STOPPED,2026-01-06,-8.02,195,False,542974855
34910,2025-06-26,1880.0,STOPPED,2025-12-25,-8.24,182,False,555426865
34910,2025-07-07,1928.0,STOPPED,2025-07-22,-8.45,15,False,698888915
34910,2025-07-08,1937.0,STOPPED,2025-07-22,-8.88,14,False,708810690
34910,2025-07-09,1986.0,STOPPED,2025-07-18,-9.62,9,False,721822565
34910,2025-07-10,2004.0,STOPPED,2025-07-18,-10.43,8,False,724779855
34910,2025-07-11,1995.0,STOPPED,2025-07-18,-10.03,7,False,707814585
34910,2025-08-06,2075.0,STOPPED,2025-12-16,-8.14,132,False,398167910
34910,2025-08-07,2093.0,STOPPED,2025-12-16,-8.93,131,False,390527485
34910,2025-08-08,2111.0,STOPPED,2025-11-04,-8.38,88,False,373431990
34910,2025-08-13,2139.0,STOPPED,2025-10-02,-8.7,50,False,365238960
34910,2025-08-14,2151.0,STOPPED,2025-10-02,-9.21,49,False,354641805
34910,2025-08-18,2219.0,STOPPED,2025-10-01,-9.37,44,False,351263385
34910,2025-08-19,2211.0,STOPPED,2025-10-01,-9.05,43,False,353752055
34910,2025-08-21,2225.0,STOPPED,2025-10-01,-9.62,41,False,320543165
34910,2025-09-09,2236.0,STOPPED,2025-10-01,-10.06,22,False,313216525
34910,2025-09-12,2525.0,STOPPED,2025-09-19,-9.11,7,False,310810625
77770,2025-01-06,163.0,STOPPED,2025-01-10,-9.2,4,False,380835550
77770,2025-01-07,171.0,STOPPED,2025-01-09,-11.7,2,False,405979720
77770,2025-01-10,156.0,STOPPED,2025-01-16,-8.33,6,False,491717845
77770,2025-02-19,184.0,STOPPED,2025-02-28,-8.15,9,False,315459370
77770,2025-02-25,182.0,STOPPED,2025-03-04,-19.23,7,False,390181220
77770,2025-06-13,210.0,STOPPED,2025-07-01,-8.1,18,False,247154330
77770,2025-06-16,256.0,STOPPED,2025-06-26,-8.2,10,False,318696910
77770,2025-06-17,261.0,STOPPED,2025-06-26,-9.96,9,False,615124420
77770,2025-06-18,265.0,STOPPED,2025-06-20,-8.3,2,False,846869635
77770,2025-06-25,265.0,STOPPED,2025-06-26,-11.32,1,False,1239728875
77770,2025-09-12,290.0,STOPPED,2025-10-14,-8.97,32,False,581241170
77770,2025-09-16,317.0,STOPPED,2025-09-17,-10.73,1,False,603249330
77770,2025-09-26,343.0,STOPPED,2025-09-29,-9.04,3,False,1508016895
77770,2025-11-28,370.0,STOPPED,2025-12-03,-11.35,5,False,943374090
77770,2025-12-01,368.0,STOPPED,2025-12-03,-10.87,2,False,1032861630
77770,2025-12-12,371.0,STOPPED,2025-12-16,-9.43,4,False,1124266765
77770,2025-12-15,353.0,STOPPED,2025-12-17,-8.22,2,False,1551532385
77770,2026-01-16,480.0,STOPPED,2026-01-23,-9.38,7,False,2822966525
77770,2026-01-19,491.0,STOPPED,2026-01-21,-9.98,2,True,3224375255
77770,2026-02-12,549.0,STOPPED,2026-03-16,-11.11,32,True,3212104820
77770,2026-02-13,549.0,STOPPED,2026-03-16,-11.11,31,True,3347936490
77770,2026-02-16,607.0,STOPPED,2026-02-20,-11.04,4,False,3378868265
77770,2026-02-17,579.0,STOPPED,2026-03-16,-15.72,27,True,2938816675
77770,2026-02-18,605.0,STOPPED,2026-02-20,-10.74,2,False,2731272510
77770,2026-02-27,665.0,STOPPED,2026-03-04,-10.38,5,False,3040511605
77770,2026-03-03,671.0,STOPPED,2026-03-04,-11.18,1,False,3413306795
77770,2026-03-10,753.0,STOPPED,2026-03-13,-24.7,3,True,4900546170
77770,2026-03-11,768.0,STOPPED,2026-03-13,-26.17,2,True,5336879910
60270,2023-08-01,4575.0,STOPPED,2023-10-18,-9.29,78,False,1175933600
60270,2023-08-02,4435.0,STOPPED,2023-10-20,-13.08,79,True,1321575350
60270,2023-08-04,4895.0,STOPPED,2023-08-17,-10.01,13,False,1489874925
60270,2023-08-07,5200.0,STOPPED,2023-08-15,-10.0,8,False,1680064525
60270,2023-08-08,5210.0,STOPPED,2023-08-15,-10.17,7,False,1847754625
60270,2023-09-04,5380.0,STOPPED,2023-09-26,-10.41,22,False,1812833175
60270,2023-09-05,5690.0,STOPPED,2023-09-11,-11.25,6,False,1671966775
60270,2023-09-06,5680.0,STOPPED,2023-09-11,-11.09,5,False,1589110625
60270,2025-08-14,3685.0,STOPPED,2025-08-20,-8.01,6,False,343088140
60270,2025-08-15,3615.0,STOPPED,2025-08-22,-10.65,7,True,579034915
60270,2026-08-18,3740.0,TIMEOUT,,,,,599451770
60270,2026-08-19,4420.0,TIMEOUT,,,,,694930670
60270,2026-08-20,4320.0,TIMEOUT,,,,,985053455
60270,2026-08-21,4475.0,TIMEOUT,,,,,1110450490
60270,2026-08-24,4735.0,STOPPED,2026-08-25,-10.24,1,False,1199185725
60270,2026-08-26,5050.0,TIMEOUT,,,,,1419773430
60270,2026-08-27,5140.0,TIMEOUT,,,,,1603193675
60270,2026-08-28,5110.0,TIMEOUT,,,,,1751753400
60270,2026-08-31,5360.0,STOPPED,2026-09-02,-9.24,2,False,1884260475
60270,2026-09-01,5270.0,STOPPED,2026-09-03,-8.92,2,False,2051409755
29860,2023-04-03,4025.0,STOPPED,2023-04-20,-8.57,17,False,209864850
29860,2023-04-04,4060.0,STOPPED,2023-04-19,-8.25,15,False,217731050
29860,2023-06-08,4065.0,TIMEOUT,,,,,162997625
29860,2023-06-21,4370.0,STOPPED,2024-05-30,-8.92,344,False,163563650
29860,2023-06-29,4300.0,TIMEOUT,,,,,277543750
29860,2023-07-19,4475.0,STOPPED,2024-05-30,-11.06,316,True,262470650
29860,2023-07-20,4440.0,STOPPED,2024-05-30,-10.36,315,False,274774050
29860,2023-07-24,4510.0,STOPPED,2024-05-29,-8.54,310,False,217962100
29860,2023-07-25,4700.0,STOPPED,2023-10-04,-8.3,71,False,202225075
29860,2023-07-26,4705.0,STOPPED,2023-10-04,-8.4,70,False,198313500
29860,2023-07-27,4735.0,STOPPED,2023-10-04,-8.98,69,True,192362525
29860,2023-08-02,4880.0,STOPPED,2023-10-03,-9.63,62,False,207652350
29860,2023-08-10,5250.0,STOPPED,2023-08-17,-8.29,7,False,243551025
29860,2024-02-09,5220.0,STOPPED,2024-02-14,-11.49,5,False,708711675
29860,2024-11-14,5250.0,TIMEOUT,,,,,200798750
29860,2024-11-15,5310.0,TIMEOUT,,,,,262936500
29860,2024-11-18,5310.0,TIMEOUT,,,,,301123150
29860,2024-11-22,5450.0,TIMEOUT,,,,,359159175
29860,2024-11-25,5560.0,TIMEOUT,,,,,375146425
29860,2024-11-26,5960.0,STOPPED,2025-01-06,-8.22,41,False,398954675
29860,2024-11-27,6320.0,STOPPED,2024-12-27,-10.6,30,True,475522175
29860,2024-11-28,6190.0,STOPPED,2024-12-27,-8.72,29,True,554514200
29860,2024-11-29,6310.0,STOPPED,2024-12-27,-10.46,28,True,594636650
29860,2024-12-02,6360.0,STOPPED,2024-12-23,-8.33,21,False,633897200
29860,2024-12-06,6670.0,STOPPED,2024-12-17,-8.1,11,False,775215650
29860,2024-12-12,6620.0,STOPPED,2024-12-18,-8.01,6,False,875151400
29860,2025-03-14,6890.0,STOPPED,2025-04-04,-9.43,21,False,480583600
29860,2025-03-18,6790.0,STOPPED,2025-04-04,-8.1,17,False,469665400
29860,2025-03-24,7090.0,STOPPED,2025-04-04,-11.99,11,False,384686200
29860,2025-03-25,7120.0,STOPPED,2025-04-03,-8.15,9,False,409791300
29860,2025-03-26,7090.0,STOPPED,2025-04-04,-11.99,9,False,405017550
29860,2025-03-28,7270.0,STOPPED,2025-04-03,-10.04,6,True,403022150
29860,2025-05-19,7360.0,STOPPED,2025-05-20,-11.01,1,False,414992400
29860,2025-05-20,6580.0,STOPPED,2025-05-26,-9.42,6,False,505697250
29860,2025-08-12,7130.0,STOPPED,2026-06-29,-61.74,321,True,492238950
29860,2025-08-15,7610.0,STOPPED,2025-12-11,-8.02,118,False,644589550
29860,2025-08-18,7620.0,STOPPED,2025-12-11,-8.14,115,False,695510300
29860,2025-08-19,7820.0,STOPPED,2025-11-19,-9.21,92,False,718496450
29860,2025-08-20,7830.0,STOPPED,2025-11-19,-9.32,91,False,733721200
29860,2025-08-21,7970.0,STOPPED,2025-11-05,-8.78,76,False,752486300
29860,2025-08-22,8110.0,STOPPED,2025-10-14,-9.25,53,False,770370300
29860,2025-08-25,8250.0,STOPPED,2025-10-14,-10.79,50,False,814628600
29860,2025-08-26,8300.0,STOPPED,2025-10-10,-8.07,45,False,836693100
29860,2025-08-29,8650.0,STOPPED,2025-10-08,-8.32,40,False,896588550
29860,2025-09-05,8850.0,STOPPED,2025-10-02,-8.93,27,False,1023518000
29860,2025-09-08,9280.0,STOPPED,2025-10-01,-8.51,23,False,1064441500
29860,2025-09-09,9140.0,STOPPED,2025-10-02,-11.82,23,False,995605600
29860,2025-09-11,9380.0,STOPPED,2025-10-01,-9.49,20,False,893968250
29860,2025-09-12,9490.0,STOPPED,2025-10-01,-10.54,19,False,903793450
29860,2025-09-16,9640.0,STOPPED,2025-10-01,-11.93,15,False,859554900
29860,2026-01-30,9980.0,STOPPED,2026-02-24,-8.62,25,False,1025368650
29860,2026-02-04,10470.0,STOPPED,2026-02-13,-8.69,9,False,1052127550
29860,2026-02-05,10580.0,STOPPED,2026-02-13,-9.64,8,False,1048004150
29860,2026-02-13,9790.0,STOPPED,2026-03-04,-10.52,19,False,1010718800
77790,2026-01-09,216.0,TIMEOUT,,,,,566508190
77790,2026-01-14,229.0,STOPPED,2026-08-03,-9.17,201,False,489046250
77790,2026-01-15,241.0,STOPPED,2026-07-08,-9.54,174,False,478058660
77790,2026-01-16,242.0,STOPPED,2026-07-08,-9.92,173,False,481903505
77790,2026-01-19,259.0,STOPPED,2026-01-21,-9.27,2,True,502386970
77790,2026-01-22,278.0,STOPPED,2026-01-27,-9.35,5,False,587491620
77790,2026-02-03,298.0,STOPPED,2026-03-30,-9.4,55,True,956799765
77790,2026-02-04,307.0,STOPPED,2026-02-06,-8.14,2,False,1016434075
77790,2026-02-05,298.0,STOPPED,2026-03-30,-9.4,53,True,1073709420
77790,2026-02-12,320.0,STOPPED,2026-02-13,-9.06,1,False,1135625860
77790,2026-02-16,314.0,STOPPED,2026-03-23,-9.55,35,True,1250255000
77790,2026-02-17,327.0,STOPPED,2026-03-09,-11.31,20,False,1292372190
77790,2026-02-18,353.0,STOPPED,2026-03-04,-12.75,14,False,1298634240
77790,2026-02-20,393.0,STOPPED,2026-02-26,-15.01,6,False,1413397910
77790,2026-02-24,394.0,STOPPED,2026-02-26,-15.23,2,False,1493232315
78030,2025-02-13,465.0,STOPPED,2025-09-29,-33.12,228,True,126932780
78030,2025-02-17,535.0,STOPPED,2025-02-18,-10.09,1,False,136630860
78030,2025-02-18,535.0,STOPPED,2025-03-11,-9.16,21,False,213875105
78030,2025-02-19,543.0,STOPPED,2025-03-11,-10.5,20,False,278190305
78030,2025-02-25,551.0,STOPPED,2025-03-11,-11.8,14,False,312803845
78030,2025-02-27,567.0,STOPPED,2025-03-07,-9.17,8,False,338447770
78030,2025-03-03,582.0,STOPPED,2025-03-04,-8.08,1,False,368674200
78030,2025-03-26,618.0,STOPPED,2025-03-31,-8.25,5,False,327534910
78030,2025-05-16,637.0,STOPPED,2025-09-29,-51.18,136,True,187124880
78030,2025-05-19,686.0,STOPPED,2025-05-21,-9.62,2,False,228440985
78030,2025-05-28,701.0,STOPPED,2025-07-23,-8.27,56,False,553222540
78030,2025-05-30,711.0,STOPPED,2025-07-22,-8.72,53,False,592787645
78030,2025-06-11,741.0,STOPPED,2025-07-07,-8.1,26,False,672162900
78030,2025-06-13,757.0,STOPPED,2025-07-04,-9.11,21,False,748143725
42590,2023-06-06,641.0,STOPPED,2023-06-08,-12.32,2,False,1099680720
42590,2023-06-07,621.0,STOPPED,2023-06-08,-9.5,1,False,1365713400
42590,2023-06-19,651.0,STOPPED,2023-06-26,-15.05,7,True,2113052275
42590,2023-06-21,670.0,STOPPED,2023-06-23,-10.45,2,False,2161690020
42590,2023-06-22,658.0,STOPPED,2023-06-23,-8.81,1,False,2256596945
42590,2025-08-14,525.0,STOPPED,2025-08-27,-8.0,13,False,533311825
