code,name,seq,entry_date,entry_price,true_high_date,true_high_price,hold_days,worst_drawdown_pct,worst_drawdown_date,final_return_pct
92710,株式会社和心,10,2025-10-28,990.0,2025-10-30,1119.0,2,-4.65,2025-10-29,13.03
92710,株式会社和心,11,2025-10-29,1029.0,2025-10-30,1119.0,1,-2.72,2025-10-30,8.75
95540,株式会社ＡＶｉＣ,5,2024-12-11,1268.0,2025-06-10,2284.0,181,-4.57,2024-12-20,80.13
95540,株式会社ＡＶｉＣ,6,2024-12-18,1297.0,2025-06-10,2284.0,174,-6.71,2024-12-20,76.1
95540,株式会社ＡＶｉＣ,7,2024-12-24,1317.0,2025-06-10,2284.0,168,-2.66,2025-01-15,73.42
95540,株式会社ＡＶｉＣ,8,2024-12-25,1304.0,2025-06-10,2284.0,167,-1.69,2025-01-15,75.15
95540,株式会社ＡＶｉＣ,24,2025-04-16,1740.0,2025-06-10,2284.0,55,-4.89,2025-05-16,31.26
95540,株式会社ＡＶｉＣ,29,2025-05-29,1915.0,2025-06-10,2284.0,12,-4.13,2025-06-03,19.27
95540,株式会社ＡＶｉＣ,30,2025-06-06,1997.0,2025-06-10,2284.0,4,0.0,,14.37
95540,株式会社ＡＶｉＣ,31,2025-06-09,2100.0,2025-06-10,2284.0,1,0.0,,8.76
95560,ＩＮＴＬＯＯＰ株式会社,13,2025-07-04,6700.0,2025-07-24,7040.0,20,-4.63,2025-07-18,5.07
